job_id,ai_mentions,ai_details,data_mentions,data_details
EtmlA8aarewd1UubAAAAAA==,"['Generative AI', 'Large Language Models', 'Deep Learning Frameworks']","Generative AI: Applied to develop advanced AI solutions including text, image, video, and audio generation for mission-specific use cases.; Large Language Models: Used to build state-of-the-art AI models for text and multi-modal applications in intelligence community projects.; Deep Learning Frameworks: Frameworks like TensorFlow, PyTorch, Keras, MXNet, and JAX are used for building and deploying neural deep learning models.","['Machine Learning', 'Data Mining', 'Numerical Optimization', 'Algorithms and Data Structures', 'Parallel and Distributed Computing', 'High-Performance Computing', 'Python']",Machine Learning: Used to build predictive models and data-intensive applications for business and intelligence community use cases.; Data Mining: Applied to extract useful patterns and insights from diverse data sources to support decision making.; Numerical Optimization: Utilized to improve model performance and solve complex computational problems in model building.; Algorithms and Data Structures: Fundamental for designing efficient data processing and model implementation solutions.; Parallel and Distributed Computing: Employed to handle large-scale data processing and high-performance computing tasks.; High-Performance Computing: Used to accelerate computation-intensive data science and machine learning workflows.; Python: Primary programming language for building models and data science applications.
8LeYF2XmL_c0lKQeAAAAAA==,['TensorFlow'],TensorFlow: Preferred skill indicating experience with deep learning frameworks used for building AI models.,"['Statistics', 'SAS', 'Python', 'Data Visualization Tools', 'Computer Vision', 'Machine Learning', 'NLP']","Statistics: Used as a foundational skill for data analysis and modeling in data science roles.; SAS: A statistical software tool mentioned as a required skill for data science and machine learning positions.; Python: Programming language used for data analysis, machine learning, and data visualization tasks.; Data Visualization Tools: Tools like Tableau and PowerBI are preferred for creating dashboards and visualizing data insights.; Computer Vision: Listed as a knowledge area relevant to data science and machine learning roles, indicating work with image data.; Machine Learning: A core skill for the data science and machine learning positions, involving building predictive models.; NLP: Natural Language Processing is mentioned as a preferred skill, relevant for text mining and analysis."
bbUxVNWuJFKrOXU-AAAAAA==,[],,"['Advanced Analytics', 'Multivariate Models', 'Machine Learning', 'Data Mining', 'Consumer Analytics', 'ETL (Extract, Transform, Load)', 'Experiment Design', 'Exploratory Data Analysis (EDA)', 'Feature Engineering', 'Model Building', 'Model Deployment', 'SQL', 'Python', 'SAS', 'R', 'Snowflake', 'AWS (Amazon Web Services)', 'Tableau', 'Power BI', 'Experimental Design', 'Hypothesis Testing', 'Clustering Analysis', 'Time Series Modeling', 'Predictive Modeling', 'Prescriptive Modeling', 'Deep Learning Techniques', 'MLOps', 'Git', 'Data Ethics and Privacy']","Advanced Analytics: Used to apply sophisticated analytical techniques to improve business results and support strategic decision-making.; Multivariate Models: Employed to analyze multiple variables simultaneously for complex business insights, such as customer behavior and marketing effectiveness.; Machine Learning: Applied to build predictive and prescriptive models that enhance marketing strategies and operational decisions.; Data Mining: Used to extract patterns and insights from large datasets to inform business strategies.; Consumer Analytics: Focuses on analyzing customer data including retention models and leads optimization to drive marketing performance.; ETL (Extract, Transform, Load): Involved in complex data processing workflows to prepare data for analysis and modeling.; Experiment Design: Used to structure experiments for testing hypotheses and measuring the impact of marketing initiatives.; Exploratory Data Analysis (EDA): Conducted to understand data characteristics and inform feature engineering and modeling.; Feature Engineering: Performed to create meaningful input variables that improve model performance.; Model Building: Involves developing statistical and machine learning models to predict and optimize business outcomes.; Model Deployment: Managing the operationalization of models into production environments using MLOps techniques.; SQL: Used for data extraction and manipulation from relational databases to support analysis and modeling.; Python: Utilized as a primary programming language for data analysis, modeling, and automation.; SAS: Applied for advanced statistical analysis and modeling in marketing analytics.; R: Used for statistical computing and graphics to support data science projects.; Snowflake: Cloud data platform leveraged for scalable data storage and processing.; AWS (Amazon Web Services): Cloud computing services used to support data infrastructure and analytics workloads.; Tableau: Data visualization tool used to create dashboards and reports for communicating insights.; Power BI: Business intelligence tool employed to develop interactive visualizations and support decision-making.; Experimental Design: Applied to structure and analyze controlled experiments for hypothesis testing.; Hypothesis Testing: Used to validate assumptions and measure the statistical significance of findings.; Clustering Analysis: Performed to segment customers or data points into meaningful groups for targeted marketing.; Time Series Modeling: Used to analyze and forecast data points collected over time, relevant for marketing trends.; Predictive Modeling: Developed to forecast future outcomes such as customer behavior and campaign effectiveness.; Prescriptive Modeling: Used to recommend optimal actions based on predictive insights.; Deep Learning Techniques: Applied advanced neural network methods to enhance predictive modeling capabilities.; MLOps: Practices used to manage and deploy machine learning models efficiently in production.; Git: Version control system used to manage codebase and ensure collaboration and reproducibility.; Data Ethics and Privacy: Considerations integrated into data handling and modeling to ensure compliance and responsible use."
W7z9qXFh2jQjilApAAAAAA==,['Generative AI'],Generative AI: Evaluating and integrating generative AI applications to enhance analytical workflows and accelerate insight delivery.,"['Predictive Modeling', 'Statistical Analysis', 'Segmentation', 'Attribution Analysis', 'A/B Testing', 'Data Cleaning and Ingestion', 'Data Quality and Governance', 'Python', 'SQL', 'R', 'Power BI', 'Tableau', 'CRM and Marketing Systems', 'Advanced Analytics']","Predictive Modeling: Developing models to predict customer and account behavior to inform targeting and personalization strategies.; Statistical Analysis: Running statistical analyses to extract actionable insights from marketing and commercial data.; Segmentation: Uncovering customer segments to optimize marketing and sales strategies.; Attribution Analysis: Analyzing marketing funnel and campaign performance to attribute outcomes to specific actions.; A/B Testing: Using controlled experiments to evaluate marketing strategies and campaign effectiveness.; Data Cleaning and Ingestion: Handling raw data preparation to ensure quality and usability for analytics.; Data Quality and Governance: Identifying and resolving data inconsistencies and improving governance standards across systems.; Python: Using Python programming for data manipulation, analysis, and modeling.; SQL: Querying and managing data stored in relational databases.; R: Optional use of R for statistical computing and data analysis.; Power BI: Building interactive dashboards to visualize insights for technical and non-technical stakeholders.; Tableau: Alternative data visualization platform for executive-level dashboard development.; CRM and Marketing Systems: Working with data from platforms like Hubspot, Salesforce, and LinkedIn Campaign Manager to support analytics.; Advanced Analytics: Applying sophisticated analytical techniques to drive marketing and commercial decision-making."
y9FYKoONTLbfhN-DAAAAAA==,"['Large Language Models', 'Retrieval-Augmented Generation', 'Continued Pre-Training', 'Supervised Fine-Tuning', 'Generative AI', 'PyTorch', 'TensorFlow', 'TGI/vLLM']","Large Language Models: Develop and advise on enterprise-wide documentation solutions using LLMs to enhance decision-making.; Retrieval-Augmented Generation: Technique used with LLMs to improve information retrieval and generation for enterprise documentation.; Continued Pre-Training: Process of further training LLMs on domain-specific data to improve performance for enterprise applications.; Supervised Fine-Tuning: Technique to fine-tune LLMs with labeled data to optimize them for specific enterprise use cases.; Generative AI: Initiatives involving creation of AI-generated content and solutions using advanced models like LLMs.; PyTorch: Deep learning framework used specifically for developing and fine-tuning neural network models including LLMs.; TensorFlow: Deep learning framework applied to build and deploy neural network models, including those for generative AI.; TGI/vLLM: Open-source serving frameworks used to deploy and serve large language models efficiently.","['Machine Learning', 'Deep Learning', 'Python', 'Scikit-learn', 'MLOps', 'Containerization', 'CI/CD', 'AWS', 'Databricks', 'Dataiku', 'GitHub', 'Business Intelligence', 'Agile Project Methodology', 'Flask', 'FastAPI', 'SageMaker Pipelines', 'Step Functions', 'Metaflow', 'Object-Oriented Programming', 'Streamlit']","Machine Learning: Used for developing predictive models and data science products to transform client needs into quantifiable solutions.; Deep Learning: Applied to design, train, and deploy complex neural network models on platforms like AWS, Databricks, and Dataiku.; Python: Primary programming language used for implementing machine learning and deep learning models, including libraries like sklearn.; Scikit-learn: A Python package used for traditional machine learning model development and data science tasks.; MLOps: Practices and pipelines including containerization and CI/CD used for training and deploying machine learning and deep learning models.; Containerization: Use of Docker to package and deploy machine learning and deep learning models efficiently within MLOps pipelines.; CI/CD: Continuous Integration and Continuous Deployment pipelines used to automate model training and deployment processes.; AWS: Cloud platform used for deploying machine learning and deep learning models and leveraging services like SageMaker Pipelines.; Databricks: Platform used for collaborative data science, model training, and deployment.; Dataiku: Data science platform used for building and deploying machine learning and deep learning models.; GitHub: Version control system used for managing code and project documentation collaboratively.; Business Intelligence: Solutions developed and maintained to support data-driven decision-making processes.; Agile Project Methodology: Project management approach used to organize and deliver data science and machine learning projects efficiently.; Flask: Serving framework used to deploy machine learning models as APIs.; FastAPI: Modern serving framework used for deploying machine learning models with high performance.; SageMaker Pipelines: AWS orchestration service used to automate machine learning workflows and model deployment.; Step Functions: AWS orchestration service used to coordinate components of machine learning pipelines.; Metaflow: Workflow orchestration tool used to manage machine learning pipelines and data science workflows.; Object-Oriented Programming: Programming paradigm knowledge applied to write clean, maintainable code for data science projects.; Streamlit: Front-end web development tool used to create interactive data science applications and dashboards."
VPzUecK83U6OIqSGAAAAAA==,[],,"['Statistics', 'Probability']","Statistics: Graduate level statistics is mentioned as a course to be taught, indicating a focus on statistical methods relevant to data science education.; Probability: Probability is included as a graduate-level course topic, highlighting foundational concepts important for data science and statistical modeling."
AewwRofIWcwySa44AAAAAA==,[],,"['Mass Spectrometry Proteomics Data', 'R', 'Python', 'Metadata Capture and Versioning Control', 'Relational and Graph Databases', 'Workflow Languages', 'Cluster and Cloud Computing Infrastructure', 'Machine Learning', 'Data Management and Visualization']","Mass Spectrometry Proteomics Data: Used for annotating and curating high-dimensional proteomics data relevant to biological and biochemical analysis.; R: Scripting language employed for data processing, analysis, and visualization of proteomics datasets.; Python: Scripting language used for data curation, processing, and machine learning tasks on proteomics data.; Metadata Capture and Versioning Control: Techniques applied to ensure accurate annotation and reproducibility of proteomics data.; Relational and Graph Databases: Preferred database technologies for storing and managing curated proteomics data.; Workflow Languages: Nextflow and CWL used to automate and manage data processing pipelines for proteomics data.; Cluster and Cloud Computing Infrastructure: AWS and GCP platforms utilized to support scalable data processing and machine learning workflows.; Machine Learning: Applied to analyze proteomics data with emphasis on reproducibility and scalability.; Data Management and Visualization: Practices to organize, curate, and visually represent proteomics data for better insight and usability."
FtbFbUPhXlyFkXaXAAAAAA==,[],,"['SQL', 'Python', 'Machine Learning', 'Predictive Analytics', 'Natural Language Processing', 'Data Visualization', 'Data Warehousing', 'Big Data Technologies']","SQL: Used for querying and managing large datasets as part of data analysis tasks.; Python: Programming language employed for data analysis, data mining, and implementing machine learning models.; Machine Learning: Applied to develop predictive analytics models and uncover trends from data.; Predictive Analytics: Used to forecast business outcomes based on historical data patterns.; Natural Language Processing: Utilized to analyze and extract insights from text data.; Data Visualization: Techniques and tools used to communicate data insights effectively to stakeholders.; Data Warehousing: Managing and storing large volumes of data to support analysis and reporting.; Big Data Technologies: Technologies used to handle and process large, complex datasets."
iYDM8RABtSBWYFzLAAAAAA==,"['Deep Learning', 'Natural Language Processing', 'Computer Vision', 'Reinforcement Learning']",Deep Learning: Experience with neural network-based models for advanced analytics including computer vision and natural language processing.; Natural Language Processing: Applied AI techniques for processing and analyzing human language data as part of advanced machine learning projects.; Computer Vision: Use of AI methods to interpret and analyze visual data for mission-critical applications.; Reinforcement Learning: Applied AI approach for training models based on feedback from interactions with the environment to improve decision-making.,"['Machine Learning', 'Supervised Learning', 'Unsupervised Learning', 'Regression Models', 'Classification Models', 'Scalable Machine Learning', 'Python Programming', 'Mathematical Foundations', 'Cloud Computing Platforms']","Machine Learning: Used for designing, implementing, and deploying algorithms such as regression and classification to support enterprise applications and analytics capabilities.; Supervised Learning: Applied in building predictive models where labeled data is used to train algorithms for classification and regression tasks.; Unsupervised Learning: Used for discovering patterns and insights from unlabeled data to enhance analytics capabilities.; Regression Models: Employed as part of machine learning techniques to predict continuous outcomes for federal customer applications.; Classification Models: Used to categorize data points into classes to support decision-making in mission-critical programs.; Scalable Machine Learning: Experience with distributed computing frameworks like MapReduce and streaming to handle large-scale data processing.; Python Programming: Primary programming language used for developing machine learning models and data science solutions.; Mathematical Foundations: Strong background in linear algebra, calculus, probability, and statistics to support algorithm development and data analysis.; Cloud Computing Platforms: Hands-on experience deploying and operating applications on IaaS and PaaS services from AWS, Azure, or Google Cloud to support scalable data solutions."
9rv1R7t03lIBqnisAAAAAA==,[],,"['Machine Learning', 'Optimization Algorithms', 'A/B Testing', 'Multi-Armed Bandits', 'Python', 'SQL', 'Apache Spark', 'Data Science Methodologies', 'Feature Engineering', 'Real-Time Data Pipelines', 'Statistical Modeling', 'KPI Tracking', 'Data Privacy Compliance']","Machine Learning: Used to develop models that optimize transaction routing decisions based on issuer behavior, cost structures, and network rules.; Optimization Algorithms: Applied to optimize interchange fees, transaction approval rates, and margin expansion in payment routing.; A/B Testing: Designed and validated experiments to quantify the financial impact of routing and interchange strategies.; Multi-Armed Bandits: Used as an experimental design technique to optimize routing strategies dynamically.; Python: Programming language used for building and deploying data science and machine learning models.; SQL: Used for querying and managing data related to transaction routing and payment flows.; Apache Spark: Utilized for large-scale data processing and analytics in payment transaction data.; Data Science Methodologies: Applied to translate technical insights into strategic business actions for transaction routing.; Feature Engineering: Inferred as part of modeling issuer behavior and transaction characteristics to improve routing decisions.; Real-Time Data Pipelines: Developed scalable, low-latency algorithms integrated into real-time payment decisioning engines.; Statistical Modeling: Used to model complex cost structures and historical issuer behavior patterns.; KPI Tracking: Defined and tracked key performance indicators to measure business and client impact of routing.; Data Privacy Compliance: Ensured models and data usage comply with regulations like PCI-DSS and GDPR."
6fGpmHTcSlpADv6KAAAAAA==,['Large Language Models'],Large Language Models: Referenced as part of advanced AI techniques to customize patient services and enhance data-driven insights.,"['Multivariate Linear Regression', 'Cluster Algorithms', 'Decision Trees', 'Logistic Regression', 'Principal Component Analysis', 'Time Series Analysis', 'Survival Analysis', 'Supervised and Unsupervised Machine Learning', 'Bayesian Methods', 'Neural Networks', 'Python (NumPy, pandas, Scikit-learn, TensorFlow)', 'SQL', 'Data Visualization and Dashboards', 'Data Engineering and Integration', 'Exploratory Data Analysis', 'Predictive Modeling', 'Model Deployment and Performance Tracking']","Multivariate Linear Regression: Used to generate predictive insights by modeling relationships between multiple variables in patient and business data.; Cluster Algorithms: Applied to segment patient data and identify distinct groups for targeted analysis and service customization.; Decision Trees: Employed for classification and decision-making processes within patient journey analysis and predictive modeling.; Logistic Regression: Used for binary classification tasks such as patient outcome predictions and service effectiveness.; Principal Component Analysis: Utilized to reduce dimensionality of complex datasets, improving model performance and interpretability.; Time Series Analysis: Applied to analyze patient data trends over time and forecast future outcomes or behaviors.; Survival Analysis: Used to model time-to-event data relevant to patient outcomes and treatment effectiveness.; Supervised and Unsupervised Machine Learning: Implemented to build predictive models and uncover patterns in patient and operational data.; Bayesian Methods: Applied for probabilistic modeling and inference to enhance predictive accuracy in patient data analysis.; Neural Networks: Used as part of advanced modeling techniques to capture complex relationships in healthcare data.; Python (NumPy, pandas, Scikit-learn, TensorFlow): Primary programming environment and libraries for data manipulation, analysis, modeling, and machine learning implementation.; SQL: Essential for data extraction, manipulation, and aggregation from diverse data sources to support analysis.; Data Visualization and Dashboards: Used to communicate key metrics and insights effectively to stakeholders and senior management.; Data Engineering and Integration: Involves preparing and combining large, varied datasets from disparate systems for analysis and modeling.; Exploratory Data Analysis: Conducted to understand data quality, characteristics, and to select appropriate analytical approaches.; Predictive Modeling: Building models to forecast patient behaviors and outcomes to enhance patient services.; Model Deployment and Performance Tracking: Implementing machine learning models in production environments and monitoring their effectiveness over time."
jlx4B7G84QjAVJjjAAAAAA==,['Artificial Intelligence'],"Artificial Intelligence: Central to the role, focusing on designing, testing, and validating AI models that enhance healthcare outcomes and operational efficiency.","['Machine Learning', 'Data Science', 'MLOps']","Machine Learning: Used to develop and validate predictive models that support decision-making in clinical, financial, and operational healthcare domains.; Data Science: Applied to analyze structured and unstructured healthcare data to derive insights and support AI/ML model development.; MLOps: Involved in improving processes and governance policies to ensure robust deployment and management of AI/ML models enterprise-wide."
GLzGWz9HNOjBml78AAAAAA==,[],,"['Machine Learning Techniques', 'Large Data Sets', 'ETL Processes', 'Relational Databases (SQL, PL/SQL)', 'Scripting Languages (Python, PHP, Perl)', 'Statistical Analysis Tools (R, MATLAB, Mathematica, ROOT, SPSS, SAS, Stata)', 'Distributed Data Processing (Hadoop, Hive, MapReduce, LCG, MPI)', 'Quantitative Analysis Techniques', 'Data Mining', 'Data Presentation']","Machine Learning Techniques: Used to develop predictive models and analyze user interactions for product improvements.; Large Data Sets: Handling and analyzing extensive network-based data (TCP or HTTP) to extract insights relevant to Meta's products.; ETL Processes: Extracting, transforming, and loading data to prepare it for analysis and product development.; Relational Databases (SQL, PL/SQL): Managing and querying structured data to support data analysis and product decision-making.; Scripting Languages (Python, PHP, Perl): Developing scripts for data manipulation, analysis, and automation within product data workflows.; Statistical Analysis Tools (R, MATLAB, Mathematica, ROOT, SPSS, SAS, Stata): Applying statistical methods to interpret data and support product design and evaluation.; Distributed Data Processing (Hadoop, Hive, MapReduce, LCG, MPI): Utilizing large-scale distributed systems to process and analyze big data efficiently.; Quantitative Analysis Techniques: Employing clustering, regression, pattern recognition, and inferential statistics to identify trends and user behavior.; Data Mining: Extracting meaningful patterns from large datasets to inform product decisions.; Data Presentation: Communicating analytical results effectively to influence product strategy and launches."
3tuYGjYGj111rYs3AAAAAA==,"['Large Language Models', 'Generative AI Tools', 'AI Automation Agents']",Large Language Models: Using LLM tools like ChatGPT to research new business problems and enhance data analysis efficiency.; Generative AI Tools: Applying generative AI tools such as ChatGPT to automate and accelerate data analysis and documentation tasks.; AI Automation Agents: Employing AI-powered agents to automate documentation and other workflow processes within fraud and AML projects.,"['Fraud Detection Models', 'Data Pipelines', 'SQL', 'Data Streaming and Processing', 'Business Intelligence Dashboards', 'Pattern Analysis', 'Machine Learning Model Evaluation', 'Rules Engine and Decision Flows', 'Knowledge Graph']","Fraud Detection Models: Developing, tuning, and evaluating supervised and unsupervised machine learning models specifically for fraud and AML detection.; Data Pipelines: Leading data integration, data transfers, and quality validation to ensure comprehensive and high-quality data for fraud and AML analysis.; SQL: Using complex SQL queries with joins and layered logic to analyze and manipulate data relevant to fraud and AML use cases.; Data Streaming and Processing: Familiarity with technologies like REST API, Kafka, SFTP, and Hadoop to handle real-time and batch data processing for fraud detection.; Business Intelligence Dashboards: Designing and configuring BI dashboards to visualize fraud and AML detection results and support decision-making.; Pattern Analysis: Conducting data and risk pattern analyses to identify fraud attack patterns and develop detection strategies.; Machine Learning Model Evaluation: Analyzing performance metrics of fraud detection models to guide threshold selection and decision adoption.; Rules Engine and Decision Flows: Configuring rules engines and decision flows as part of the fraud detection solution to automate risk decisions.; Knowledge Graph: Utilizing knowledge graphs to represent relationships and entities in fraud and AML investigations."
zQbX8Kunk1O0HLj_AAAAAA==,"['Deep Learning Frameworks', 'Basic Natural Language Processing', 'Neural Networks']",Deep Learning Frameworks: Using TensorFlow and PyTorch specifically for neural network modeling as part of advanced analytical modeling.; Basic Natural Language Processing: Applying foundational NLP techniques as part of analytical modeling to handle text data.; Neural Networks: Incorporating neural network models within analytical modeling to solve complex data problems.,"['Data Source Identification', 'Data Strategy', 'Model Deployment and Scaling', 'Code Development and Testing', 'Model Assessment and Validation', 'Data Visualization', 'Business Context Understanding', 'Problem Formulation', 'Analytical Modeling', 'Exploratory Data Analysis', 'Programming Languages', 'Open Source Frameworks', 'Optimization Techniques']","Data Source Identification: Involves identifying and assessing various data sources including SQL and NoSQL databases to ensure data quality and suitability for business needs.; Data Strategy: Applying principles of data management, governance, quality standards, and scalability to unlock business value from data assets.; Model Deployment and Scaling: Supporting the deployment and scalability of analytical models by understanding model performance variables and server/model storage formats.; Code Development and Testing: Developing solutions using programming languages like SQL, Python, Java, and C++ and applying testing methods to ensure code quality.; Model Assessment and Validation: Using statistical evaluation metrics such as Chi square, ROC curve, and RMSE to test, tune, and validate model accuracy and robustness.; Data Visualization: Creating graphical representations of complex data and model outcomes using tools like Python libraries, R, GGplot, Matplotlib, Plotly, Tableau, and PowerBI.; Business Context Understanding: Translating business requirements across multiple domains into data-driven solutions and providing actionable insights.; Problem Formulation: Translating business problems into data or mathematical solutions using analytics and big data techniques.; Analytical Modeling: Applying advanced statistical and machine learning techniques such as graphical models, Bayesian inference, SVM, Random Forest, neural networks, and optimization methods to develop custom models.; Exploratory Data Analysis: Conducting statistical analysis, hypothesis testing, and feature engineering to prepare data for modeling and derive insights.; Programming Languages: Utilizing languages such as Python, R, SQL, Java, C++, Scala, and Spark for data analysis, modeling, and solution development.; Open Source Frameworks: Using frameworks like scikit-learn, TensorFlow, and PyTorch for building and deploying machine learning models.; Optimization Techniques: Employing classical and numerical optimization methods including Newton-Raphson, Gradient Descent, Linear Programming, Integer Programming, and Quadratic Programming to improve model performance."
gnaaq_1XFeoRQdOoAAAAAA==,[],,"['Data Science', 'Data Visualization']",Data Science: The role involves applying data science techniques to analyze real data and solve business problems.; Data Visualization: Using visualization tools to represent data insights effectively as part of the data science workflow.
vfZjZiS8ZdRbtRuKAAAAAA==,[],,"['Predictive Modeling', 'Data Processing', 'Data Validation and Cleaning', 'Data Pipeline Testing and Diagnostics']","Predictive Modeling: Developing and implementing models to predict outcomes for internal and external business applications.; Data Processing: Creating tools to process various data types including tables, texts, and images for analysis.; Data Validation and Cleaning: Ensuring data quality and integrity by validating and cleaning data from multiple sources.; Data Pipeline Testing and Diagnostics: Performing tests and developing methodologies to ensure accuracy and reliability of data processing pipelines."
8Upetwi2ajJ92iZ0AAAAAA==,[],,"['Predictive Modeling', 'Machine Learning', 'Statistical Modeling', 'Data Preparation and Cleaning', 'Cloud Data Processing', 'SQL', 'Python', 'Data Visualization and BI Tools', 'Scientific Software Practices', 'Linear Algebra and Statistics']","Predictive Modeling: Developing models to predict business outcomes using machine learning and statistical techniques.; Machine Learning: Applying machine learning tools and principles to construct, optimize, and evaluate predictive models.; Statistical Modeling: Using probability and statistics to make defensible inferences from data and support predictive modeling.; Data Preparation and Cleaning: Writing software to prepare, clean, and sample data for model development.; Cloud Data Processing: Utilizing cloud resources such as Amazon Web Services to prepare and process data.; SQL: Querying and extracting data from databases like Snowflake to support analysis and modeling.; Python: Using Python and libraries such as pandas, numpy, SciPy, and scikit-learn for data analysis and machine learning.; Data Visualization and BI Tools: Employing tools like Jupyter Notebooks and Looker to visualize data and inform business strategy.; Scientific Software Practices: Applying principles like version control and reproducibility in software development for data science.; Linear Algebra and Statistics: Leveraging mathematical foundations essential for building and understanding predictive models."
Kja4P_O8wJbP0NWVAAAAAA==,[],,"['Statistical programming', 'Machine learning', 'Probability and statistics', 'Data management', 'Statistical visualization', 'Econometrics', 'Excel', 'Smartsheet', 'OBIA and OBIEE']","Statistical programming: Used for analyzing and processing data to support reporting and visualization tasks.; Machine learning: Applied to develop predictive models or analyze data patterns as part of data analysis.; Probability and statistics: Fundamental for performing statistical analysis and interpreting data trends.; Data management: Involves cleaning, backing up, and organizing data to ensure accuracy and availability.; Statistical visualization: Creating graphs and dashboards to compare plan versus actual delivery durations and other metrics.; Econometrics: Used for applying statistical methods to economic data for analysis and forecasting.; Excel: Utilized for data import, report finalization, and creating visualizations.; Smartsheet: Used for managing schedules, reports, dashboards, and workflows across teams.; OBIA and OBIEE: Data sources from which data is imported for analysis and reporting."
qB4HAz9l6SsBV-KYAAAAAA==,"['Natural Language Understanding', 'Transformers', 'BERT', 'Large Language Models', 'Fine-tuning of Large Language Models', 'Multi-LoRa', 'Agentic Systems']","Natural Language Understanding: Developing and improving NLU services to enable conversational AI capabilities in voice and text assistants.; Transformers: Deep learning architectures used for advanced NLP tasks, including language understanding and generation.; BERT: A transformer-based model applied for natural language understanding tasks within conversational AI.; Large Language Models: Models such as GPT, LLaMA, and Gemini used for generating and understanding human-like text in AI applications.; Fine-tuning of Large Language Models: Adapting pre-trained LLMs safely to specific tasks or domains to improve performance in conversational AI.; Multi-LoRa: Techniques for optimizing serving of large language models to improve efficiency and scalability.; Agentic Systems: Production-grade autonomous AI systems that interact with users or environments, relevant to conversational AI.","['Python', 'SQL', 'Classical Machine Learning Models', 'Statistical Measures', 'Data Analysis and Error Analysis', 'Data Pipelines', 'Model Training and Serving', 'ML Ops', 'Scikit-learn', 'TensorFlow', 'PyTorch', 'Spark', 'Scala', 'R', 'Optimization Models', 'Experimental and Analytic Planning']","Python: Used as a primary programming language for data analysis, model development, and scripting in the data science workflow.; SQL: Essential for querying and managing structured data from databases to support data analysis and feature engineering.; Classical Machine Learning Models: Applied for predictive modeling and data-driven decision making, including training, testing, and evaluation of models.; Statistical Measures: Used to evaluate model performance and data quality, including confidence intervals and significance testing.; Data Analysis and Error Analysis: Involves identifying patterns, diagnosing data issues, and optimizing data representations to improve model accuracy.; Data Pipelines: Managing the end-to-end flow of data from extraction through transformation to model training and deployment.; Model Training and Serving: Processes involved in building machine learning models and deploying them into production environments.; ML Ops: Practices and tools for operationalizing machine learning models, including monitoring, maintenance, and automation.; Scikit-learn: An open-source Python library used for implementing classical machine learning algorithms and model evaluation.; TensorFlow: Used as a framework for building and training machine learning models, including deep learning architectures.; PyTorch: A deep learning framework employed for model development, experimentation, and deployment.; Spark: A big data processing framework used for scalable data analytics and machine learning workflows.; Scala: Programming language often used with Spark for data processing and analytics.; R: Statistical programming language used for data analysis, modeling, and visualization.; Optimization Models: Mathematical models used to improve decision-making and resource allocation within data science projects.; Experimental and Analytic Planning: Designing experiments and analytic strategies to validate models and determine cause-effect relationships."
otZsAj2XLUruWbW4AAAAAA==,"['Large Language Models', 'Vision Transformers', 'Convolutional Neural Networks', 'Multimodal AI']","Large Language Models: Designing, training, fine-tuning, and evaluating foundation models like GPT and BERT for biomedical research applications.; Vision Transformers: Applying advanced neural network architectures for medical imaging analysis within the research projects.; Convolutional Neural Networks: Using CNNs as part of vision models to analyze medical images in clinical research.; Multimodal AI: Integrating multiple data modalities such as text and images using AI models to enhance biomedical research insights.","['Data Cleaning and Processing', 'Statistical Analysis', 'Machine Learning Models', 'Study Design', 'Data Visualization Tools', 'Programming with Python and R', 'Clinical and Biomedical Data']","Data Cleaning and Processing: Involves retrieving, processing, and cleaning large-scale biomedical data to build high-quality datasets for research.; Statistical Analysis: Used for experimental design, performance assessment, error analysis, and robustness testing within clinical and biomedical research.; Machine Learning Models: Development and evaluation of predictive models applied to clinical or biomedical data to support research outcomes.; Study Design: Application of in-depth knowledge of study design methodologies to ensure valid and reliable biomedical research.; Data Visualization Tools: Creation of interactive visualizations (e.g., using Plotly, Dash, D3.js, React) to communicate data insights effectively.; Programming with Python and R: Utilizing programming languages Python or R for data analysis, model development, and statistical computations.; Clinical and Biomedical Data: Working with electronic health records (EHRs), medical images, and other biomedical datasets for analysis and modeling."
Ehv1fZjmJt__2icEAAAAAA==,"['Large Language Models', 'Natural Language Processing', 'AI-Driven Data Preparation']","Large Language Models: Applying LLM techniques to generate insights and infographics, enhancing data interpretation and communication.; Natural Language Processing: Utilizing NLP methods in conjunction with LLMs to extract and generate meaningful insights from textual data.; AI-Driven Data Preparation: Leveraging AI and machine learning for automated data preparation, particularly to support dynamic visualizations in Power BI.","['Data Extraction and Analysis', 'Data Preparation', 'Data Integration', 'Predictive Modeling', 'Data Visualization', 'Python and R', 'Data Modeling Techniques']","Data Extraction and Analysis: Manipulating complex datasets to generate reports, charts, and graphs, and analyzing data for outliers, root causes, and correlations to optimize outcomes.; Data Preparation: Cleaning datasets, handling missing values, and removing outliers to ensure accurate modeling and high-quality data for predictive models.; Data Integration: Combining diverse data sources to enable comprehensive analysis supporting drug discovery and other business initiatives.; Predictive Modeling: Training models using high-quality data to generate actionable insights for critical business and drug discovery projects.; Data Visualization: Creating dynamic visualizations, reports, and dashboards using tools like Power BI, Tableau, and matplotlib to communicate complex data clearly.; Python and R: Using programming languages Python and R for data analysis, modeling, and visualization tasks.; Data Modeling Techniques: Applying expertise in data modeling to structure and analyze data effectively for insights and decision-making."
